2026-07-14 10:39:10,091 INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2026-07-14 10:39:11,174 INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 10 ms. Found 0 Redis repository interfaces.
2026-07-14 10:39:12,131 INFO  org.hibernate.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2026-07-14 10:39:12,248 INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.5.3.Final
2026-07-14 10:39:12,319 INFO  org.hibernate.cache.internal.RegionFactoryInitiator - HHH000026: Second-level cache disabled
2026-07-14 10:39:12,753 INFO  org.springframework.orm.jpa.persistenceunit.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2026-07-14 10:39:12,785 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2026-07-14 10:39:13,100 INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@55c20a91
2026-07-14 10:39:13,102 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2026-07-14 10:39:14,230 INFO  org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2026-07-14 10:39:14,337 INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2026-07-14 10:39:14,898 INFO  org.springframework.security.config.annotation.authentication.configuration.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name customUserDetailsService
2026-07-14 10:39:16,545 INFO  com.cognizant.ecommerce.EcommerceApiApplicationTests - Started EcommerceApiApplicationTests in 6.759 seconds (process running for 7.676)
2026-07-14 10:39:17,366 INFO  com.cognizant.ecommerce.service.ProductService - Fetching Product 1 From Database
2026-07-14 10:39:17,412 INFO  com.cognizant.ecommerce.service.ProductService - Adding Product
2026-07-14 10:39:17,413 INFO  com.cognizant.ecommerce.service.ProductService - Product Added Successfully
2026-07-14 10:39:17,420 INFO  com.cognizant.ecommerce.service.ProductService - Fetching Products From Database
2026-07-14 10:39:17,521 INFO  com.cognizant.ecommerce.service.CustomerService - Adding new customer
2026-07-14 10:39:17,526 INFO  com.cognizant.ecommerce.service.CustomerService - Welcome Email Sent Successfully
2026-07-14 10:39:17,531 INFO  com.cognizant.ecommerce.service.CustomerService - Searching customer with id 1
2026-07-14 10:39:17,625 INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2026-07-14 10:39:17,629 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2026-07-14 10:39:17,643 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
